taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	GOLD Analysis Project Type	Add Date	Assembly Method	Comments	Has Coverage	Is Public	Release Date	User Access	Contact Email	Contact Name	Is Published	Sequencing Method	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation Country	Latitude	Longitude	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status	
3300021792	*Microbiome	Permanent Draft	Characterization of microbial community from Mariana Back Arc	Hydrothermal fluids microbial communities from Mariana Back-Arc Basin vent fields, Pacific Ocean - Illium_FS922 150_kmer	Marine Biological Laboratory	3300021792	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Characterization of microbial community from Mariana Back Arc	Metagenome Analysis	2017-11-16	IDBA-UD	Trembath-Reichert et al. ?Active subseafloor microbial communities from Mariana back-arc venting fluids share metabolic strategies across different thermal niches and taxa?, ISMEJ 2019	No	Yes	2019-04-17		eliztr@gmail.com	Elizabeth Trembath-Reichert	No	Illumina NextSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		3582.53		Illium vent field, Mariana back arc basin	Hydrothermal vent fluids		18.21359	144.70748	1192904262	2121588		
3300006893	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Iron sulfur acid spring bacterial and archeal communities from Banff, Canada, to study Microbial Dark Matter (Phase II) - Paint Pots PPA 5.5 metaG	DOE Joint Genome Institute (JGI)	3300006893	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2015-12-20	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-05-27		jkjarett@lbl.gov, jkjarett@lbl.gov; pfdunfie@ucalgary.ca; rstepanauskas@bigelow.org	Jessica Jarett, Jessica Jarett; Peter Dunfield; Ramunas Stepanauskas	No	Illumina HiSeq 2500-1TB, PacBio RS, PacBio RS II	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Acidic			1445	Canada: Banff	iron-sulfur acid spring	Canada	51.1699	-116.1578	2007261043	3580819	Unrestricted	
3300022459	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Lake Baghdad, Rottnest Island (WA - Australia) - LBBRO1 JM19	AGRF	3300022459	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-15	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Lake Baghdad, Rottnest Island, Western Australia	Microbial mat	Australia	-31.994794	115.523776	59794576	99943		
3300005623	*Microbiome	Draft	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - YNP2 Nymph Lake 10 v3	DOE Joint Genome Institute (JGI)	3300005623	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Yellowstone National Park, Wyoming, USA	Metagenome Analysis	2015-08-29	pga	released based on JGI ITS	No	Yes	2022-03-25		binskeep@montana.edu	William Inskeep, William P. Inskeep	Yes		Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2280	Yellowstone National Park, WY	Hot spring	USA	44.7523206	-110.7253926	3818442	6925	Unrestricted	
3300045256	*Microbiome	Permanent Draft	Microbial mat bacterial communities from hot springs in Waikite Valley, Taupo Volcanic Zone, New Zealand	Microbial mat bacterial communities from hot spring in Waikite Valley, New Zealand - LMW_ETR_NZ_2018_Waikite_6_1b	DOE Joint Genome Institute (JGI)	3300045256	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Microbial mat bacterial communities from hot springs in Waikite Valley, Taupo Volcanic Zone, New Zealand	Metagenome Analysis	2021-05-01	metaspades v. 3.14.1	released based on JGI ITS	Yes	Yes	2021-06-29		LMWARD@post.harvard.edu	Lewis Ward	No	Illumina NovaSeq S4	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats			375	New Zealand: Waikite Valley, Waikato	microbial mat	New Zealand	-38.3276	176.3016	1455238108	1908647	Unrestricted	
3300023283	*Microbiome	Permanent Draft	Solar saltern microbial communities from the Namib Desert	Sediment microbial communities from solar saltern in the Namib Desert, Gobabeb, Namibia - Hosabes sink 2017	Genewiz Inc.	3300023283	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Solar saltern microbial communities from the Namib Desert	Metagenome Analysis	2018-02-20	SPAdes v. 3.6.0	released by JGI data releasing policy	Yes	Yes	2021-03-03		don.cowan@up.ac.za	Don Cowan	No	Illumina HiSeq X Ten	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats			444	Hosabes solar saltern, Gobabeb, Erongo region, Namibia	Microbial mat and sediment	Namibia	-23.5071667	15.07155556	814973479	1040053		
3300011934	*Microbiome	Permanent Draft	Stromatolite microbial communities from hypersaline Socompa Lake, Salta, Argentina	Stromatolite microbial communities from hypersaline Socompa Lake, Salta, Argentina - SSH_201008	Max Planck Institute for Molecular Genetics	3300011934	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Stromatolite microbial communities from hypersaline Socompa Lake, Salta, Argentina	Metagenome Analysis	2016-11-21	SPAdes 3.8.0	released by JGI data releasing policy	Yes	Yes	2020-03-03		dgkurt@gmail.com	Daniel Kurth	No	Illumina GAIIx	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats			3570	Salta, Argentina	Stromatolites in hypersaline lake	Argentina	-24.534588	-68.208687	148027649	167983		
3300015080	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Russell Glacier, Kangerlussuaq, Greenland (Sample G6C, Proglacial plain, adjacent to northern proglacial tributary)	University of Bristol	3300015080	Environmental	Terrestrial	Soil	Glacier	Unclassified	Metagenomes of Arctic soils	Metagenome Analysis	2017-04-05	SPADES	released per Natalia: IMGSUPP-1553	Yes	Yes	2018-05-18		maisie.nash@bristol.ac.uk; ama@envs.au.dk	Maisie Nash; Alexandre Magno Barbosa Anesio	Yes	Illumina HiSeq	Environmental	Terrestrial	Glacier	Soil	Unclassified		0	418	Russell glacier, Kangerlussuaq, Greenland	Glacier forefield soil		67.155672	-50.084881	98312835	219191		
3300039305	*Microbiome	Permanent Draft	Terrestrial cyanobacterial communities with co-occurring heterotrophs from various environments and locations	Microcoleus vaginatus WJT46-NPBG5 and co-occurring heterotrophs from desert soil from Joshua Tree National Park, Colorado Desert, CA, United States - 20190301_28A	DOE Joint Genome Institute (JGI)	3300039305	Environmental	Terrestrial	Soil	Desert	Unclassified	Terrestrial cyanobacterial communities with co-occurring heterotrophs from various environments and locations	Metagenome Analysis	2020-05-15	metaspades v. 3.13.0		Yes	Yes	2020-07-14		npietras@nmsu.edu	Nicole Pietrasiak	No	Illumina NovaSeq S4	Environmental	Terrestrial	Desert	Soil	Unclassified			796	USA: California	Desert soil	USA	33.8188	-115.7638	91673069	109676	Restricted	
3300017462	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS375 with 3.0UM filter	JGI facility at Oak Ridge National Laboratory	3300017462	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Antarctic microbial communities	Metagenome Analysis	2017-05-05	Celera WGS Assembler v5.3	released by JGI data releasing policy	Yes	Yes	2021-03-03		r.cavicchioli@unsw.edu.au	Rick Cavicchioli	No	454	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified		4.3		Organic Lake, Antarctica	Marine derived hypersaline lake	Antarctica	-68.46233	78.19663	23038946	49097		
3300004286	*Microbiome	Finished	Recombinant microbial communities from the University of Alicante, Spain	Recombinant microbial communities from the University of alicante. Spain. 2014. Down 10kb	454 Life Sciences	3300004286	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Recombinant microbial communities from the University of Alicante, Spain	Metagenome Analysis	2015-04-14	IDBA	released per JGI data release policy	No	Yes	2019-11-01		pedro.gonzalez@ua.es	Pedro Gonz?lez-Torres, Pedro I?aki Gonzalez Torres	No		Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified				Spain: Santa Pola, Alicante	Saltern ponds	Spain	38.383458	-0.51203	2859197	3007		
3300028208	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS377 with 3.0UM filter - spades	JGI facility at Oak Ridge National Laboratory	3300028208	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Antarctic microbial communities	Metagenome Analysis	2018-05-23	Spades v. 3.11.1	released by Michelle Allen	Yes	Yes	2021-04-27		r.cavicchioli@unsw.edu.au	Rick Cavicchioli	No	454	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified		6.5		Organic Lake, Antarctica	Marine derived hypersaline lake	Antarctica	-68.46233	78.19663	12009148	20941		
3300006612	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS904_Marker33_DNA		3300006612	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Metagenome Analysis	2015-11-19	CLC genomics wb7	released by Caroline  Fortunato	No	Yes	2017-11-29		cfortunato@mbl.edu, cfortunato@gmail.com; randerson@carleton.edu	Caroline  Fortunato, Caroline Fortunato; Rika Anderson	Yes	Illumina	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		1516		Axial seamount, northeast pacific ocean	Diffuse hydrothermal flow volcanic vent 	USA	45.9332	-129.982268	210579501	516104		
3300003509	*Microbiome	Permanent Draft	Marine hydrothermal diffuse flow vent microbial communities from the Mid-Cayman Rise, Caribbean Sea	Marine hydrothermal diffuse flow vent microbial communities from the Mid-Cayman Rise, Caribbean Sea - Sample FS848	Marine Biological Laboratory	3300003509	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Marine hydrothermal diffuse flow vent microbial communities from the Mid-Cayman Rise, Caribbean Sea	Metagenome Analysis	2014-10-10		released per JGI data release policy	No	Yes	2019-11-01			Huber, J.A., and Julie Reveillaud	No	Illumina HiSeq 2000	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		2308		Mid-Cayman Rise	Marine hydrothermal diffuse flow vent 	USA	18.376929	-81.797906	57973490	64441		
3300009336	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS874 FS874 no min length	Marine Biological Laboratory	3300009336	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Metagenome Analysis	2016-06-07	Ray 2.3.1	released per JGI data release policy	No	Yes	2019-11-01		randerson@mbl.edu, randerson@carleton.edu	Rika Anderson	No	Illumina HiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		2369		Mid-Cayman Rise	diffuse flow hydrothermal vent		18.376	-81.797	33914669	104806		
3300007771	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS917_Marker33_DNA CLC_assembly	Marine Biological Laboratory	3300007771	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Metagenome Analysis	2016-03-18	CLC genomics workbench, v. 7.0	released by Caroline  Fortunato	No	Yes	2017-11-29		jhuber@mbl.edu, jhuber@whoi.edu; randerson@carleton.edu; cfortunato@gmail.com	Huber, Julie Huber; Rika Anderson; Caroline Fortunato	Yes	Illumina NextSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		1518		Marker33 Vent, Axial Seamount, northeast Pacific Ocean	Diffuse vent fluid, hydrothermal vents	USA	45.93316	-129.9822	336912167	625924		
3300017465	*Microbiome	Permanent Draft	Antarctic microbial communities	Marine microbial communities from Organic Lake, Antarctica - GS374 with 0.8UM filter	JGI facility at Oak Ridge National Laboratory	3300017465	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Antarctic microbial communities	Metagenome Analysis	2017-05-05	Celera WGS Assembler v5.3	released by JGI data releasing policy	Yes	Yes	2021-03-03		r.cavicchioli@unsw.edu.au	Rick Cavicchioli	No	454	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified		1.8		Organic Lake, Antarctica	Marine derived hypersaline lake	Antarctica	-68.46233	78.19663	27272524	60327		
3300022697	*Microbiome	Permanent Draft	Deep Sea Chimney Vent Samples 2015 - Flores Lab	Hydrothermal vent microbial communities from dead black smoker in Mariner Vent Field, Eastern Lau Spreading Center, Pacific Ocean - O	University of California, Irvine	3300022697	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	Deep Sea Chimney Vent Samples 2015 - Flores Lab	Metagenome Analysis	2018-01-25	IDBA-UD v. 1.1.1	released by JGI data releasing policy	No	Yes	2021-03-03		gilberto.flores@csun.edu	Gilberto Flores	No	Illumina HiSeq 2500	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified		1920		Mariner Vent Field, Eastern Lau Spreading Center, Pacific Ocean	hydrothermal vent	Pacific Ocean	22.180198	176.601109	169004004	185880		
3300000345	*Microbiome	Draft	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Hot spring and microbial mat streamer communities from Octopus Spring Streamers, Yellowstone National Park, USA - T=80-84 v1	DOE Joint Genome Institute (JGI)	3300000345	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Metagenome Analysis	2012-08-25		released based on JGI ITS	Yes	Yes	2022-03-25		jim.fredrickson@pnnl.gov	Jim Fredrickson	Yes	Illumina	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2200	Octopus Spring Streamers, Yellowstone National Park, Wyoming, USA	Hot spring and microbial mat	USA	44.5340836	-110.7978895	49094763	110064	Restricted	
3300026778	*Microbiome	Permanent Draft	Hot spring microbial communities from Yellowstone National Park	Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - site 2 bottle 7 (SPAdes)	DOE Joint Genome Institute (JGI)	3300026778	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Yellowstone National Park	Metagenome Analysis	2018-05-07	spades v. 3.11.1		Yes	Yes	2018-11-03		blumerschuette@oakland.edu; rmkelly@ncsu.edu	Sara Blumer-Schuette; Robert Kelly	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2400	Yellowstone National Park, Wyoming, USA	Hot spring	USA	44.6102	-110.4387	11952922	13225	Unrestricted	
3300007840	*Microbiome	Permanent Draft	Microbial communities from hot springs in different districts of India	Microbial communities from hot springs in Kheda district, Gujarat, India - Lasundra	Anand Agricultural University	3300007840	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Microbial communities from hot springs in different districts of India	Metagenome Analysis	2016-03-15	Velvet	released per JGI data release policy	No	Yes	2019-11-01		ssunil48@gmail.com	Sunil Bhavsar	No		Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified				Lasundra, Kheda, Gujarat, India	Hot spring water	India	22.9171197	73.1452867	95833648	449979		
3300019780	*Microbiome	Permanent Draft	Metagenomes derived from Kamchatkian Hot springs	Sediment microbial community from hot spring at the Mutnovsky volcano, Kamchatka, Russia - sample 1	Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory	3300019780	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	Metagenomes derived from Kamchatkian Hot springs	Metagenome Analysis	2017-07-17	metaSPAdes v3.10.1	released by JGI data releasing policy	No	Yes	2021-03-03		bwemheu@gwdg.de	Bernd Wemheuer	No	Illumina GAIIx	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Acidic				Mutnovsky volcano, Kamchatka, Russia	sediment		52.448	158.197	112297081	221908		
3300044577	*Microbiome	Permanent Draft	Marine microbial communities from various hydrothermal vent chimneys in Pacific Ocean	Marine hydrothermal vent mat microbial communities from Ochre Fields, Axial Seamount, Pacific Ocean - S1	Western Washington University	3300044577	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Marine microbial communities from various hydrothermal vent chimneys in Pacific Ocean	Metagenome Analysis	2021-04-03	MegaHIT v. 1.2.9	released by Laura A Murray	No	Yes	2021-04-07		lmurray0918@gmail.com	Laura Murray	No	Illumina MiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats				Ochre Fields, Axial Seamount, Pacific Ocean	Marine hydrothermal vent microbial mat	Pacific Ocean	45.93	-129.98	375798447	908937		
3300022416	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1OPP2 JM38	AGRF	3300022416	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-15	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Herschel Lake, Rottnest Island, Western Australia	Microbial mat	Australia	-31.996565	115.531482	49606648	86319		
3300004269	*Microbiome	Permanent Draft	Hot spring microbial communities from Yellowstone National Park	Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - site 2 B6 (version 2)	DOE Joint Genome Institute (JGI)	3300004269	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring microbial communities from Yellowstone National Park	Metagenome Analysis	2015-04-13	spades v. 3.1.0	Released by Nikos bc they passed the 6 months embargo date	Yes	Yes	2016-01-07		rmkelly@ncsu.edu	Robert Kelly	No	Illumina HiSeq 2000, Illumina HiSeq 2500, PacBio RS, PacBio RS II	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2400	Yellowstone National Park, Wyoming, USA	Hot spring	USA	44.6102	-110.4387	10392474	11524	Unrestricted	
3300007523	*Microbiome	Permanent Draft	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - FRY-03	DOE Joint Genome Institute (JGI)	3300007523	Environmental	Aquatic	Freshwater	Ice	Glacier meltwater	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Metagenome Analysis	2016-03-30	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-05-29		slonczewski@kenyon.edu	Joan Slonczewski	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Ice	Freshwater	Glacier meltwater		18		Lake Fryxell, Antarctica	Freshwater	Antarctica	-77.605	163.163	1644336496	2814271	Unrestricted	
3300009383	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS879 no minimum length	Marine Biological Laboratory	3300009383	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Metagenome Analysis	2016-06-08	Ray 2.3.1 (no min length)	released per JGI data release policy	No	Yes	2019-11-01		randerson@mbl.edu, randerson@carleton.edu	Rika Anderson	No	Illumina HiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow				Mid Cayman Rise	diffuse flow hydrothermal vent		18.375	-81.797	68927963	275874		
3300007626	*Microbiome	Permanent Draft	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_C_D2_MG	DOE Joint Genome Institute (JGI)	3300007626	Environmental	Aquatic	Marine	Intertidal zone	Salt pond sediment	Salt pond water, soil and salt crust microbial communities from South San Francisco under conditions of wetland restoration.	Metagenome Analysis	2016-10-18	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-08-02		stheroux@lbl.gov, stheroux@lbl.gov; sgtringe@lbl.gov	Susanna Theroux, Susanna Theroux; Susannah Tringe	Yes	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Intertidal zone	Marine	Salt pond sediment		0	0	South San Francisco, USA	Pond soil	USA	37.4971	-122.133	575850556	1072125	Unrestricted	
3300029899	*Microbiome	Permanent Draft	Cryoconite microbial communities around the Greenland ice sheet	Cryoconite microbial communities from ice sheet in Tasiilaq, Greenland - TAS_U-A2a	DMAC, Technical University of Denmark	3300029899	Environmental	Aquatic	Freshwater	Ice	Cryoconite	Cryoconite microbial communities around the Greenland ice sheet	Metagenome Analysis	2018-09-26	Custom JGI assembly, Nielsen et. al.	released	Yes	Yes	2019-10-16				No	Illumina HiSeq 2000	Environmental	Aquatic	Ice	Freshwater	Cryoconite				Greenland: Tasiilaq	Cryconite	Greenland	65.41	-38.51	255335083	466796		
2004247006	*Microbiome	Permanent Draft	Hypersaline mat microbial communities from Guerrero Negro, Baja California Sur, Mexico	Hypersaline mat microbial communities from Guerrero Negro, Mexico - 6-10 mm depth into microbial mat	DOE Joint Genome Institute (JGI)	2004247006	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Microbial mats	Hypersaline mat microbial communities from Guerrero Negro, Baja California Sur, Mexico	Metagenome Analysis	2006-12-20			No	Yes	2009-10-15		nrpace@colorado.edu	Pace, Norman	Yes	Sanger	Environmental	Aquatic	Salt crystallizer ponds	Non-marine Saline and Alkaline	Microbial mats		1	0	Guerrero Negro, Baja California Sur, Mexico	Hypersaline mat	Mexico	27.68908	-113.917	9864533	16016		
2004247003	*Microbiome	Permanent Draft	Hypersaline mat microbial communities from Guerrero Negro, Baja California Sur, Mexico	Hypersaline mat microbial communities from Guerrero Negro, Mexico - 3-4 mm depth into microbial mat	DOE Joint Genome Institute (JGI)	2004247003	Environmental	Aquatic	Non-marine Saline and Alkaline	Salt crystallizer ponds	Microbial mats	Hypersaline mat microbial communities from Guerrero Negro, Baja California Sur, Mexico	Metagenome Analysis	2006-12-20			No	Yes	2009-10-15		nrpace@colorado.edu	Pace, Norman	Yes	Sanger	Environmental	Aquatic	Salt crystallizer ponds	Non-marine Saline and Alkaline	Microbial mats		1	0	Guerrero Negro, Baja California Sur, Mexico	Hypersaline mat	Mexico	27.68908	-113.917	8215056	13330		
3300006083	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS908_Marker33_DNA	Marine Biological Laboratory	3300006083	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Metagenome Analysis	2015-10-16	CLC genomics wb7	released by Caroline  Fortunato	No	Yes	2017-11-29		cfortunato@mbl.edu, cfortunato@gmail.com; randerson@carleton.edu	Caroline  Fortunato, Caroline Fortunato; Rika Anderson	Yes	Illumina HiSeq 1000	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		1516		Axial seamount, northeast pacific ocean	Diffuse hydrothermal flow volcanic vent	USA	45.9332	-129.982268	235585392	563401		
3300003981	*Microbiome	Permanent Draft	Diffuse hydrothermal vent microbial communities from Menez Gwen hydrothermal field, Mid Atlantic ridge	Diffuse hydrothermal vent microbial communities from Menez Gwen hydrothermal field, Mid Atlantic ridge - MGW_A	Max Planck Institute for Plant Breeding Research	3300003981	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Diffuse hydrothermal vent microbial communities from Menez Gwen hydrothermal field, Mid Atlantic ridge	Metagenome Analysis	2015-01-29	idba_ud500	released per JGI data release policy	Yes	Yes	2019-11-01		dmeier@mpi-bremen.de, dimitri.meier@univie.ac.at	Dimitri Meier	No		Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow				Mid-Atlantic Ridge	Diffuse Hydrothermal vent	Atlantic Ocean			90566072	116630		
3300000098	*Microbiome	Permanent Draft	Marine microbial communities from a deep-sea hydrothermal vent at Loihi Seamount, Hawaii	Marine microbial communities from hydrothermal vents at Loihi seamountain, Hawaii	Pennsylvania State University	3300000098	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	Marine microbial communities from a deep-sea hydrothermal vent at Loihi Seamount, Hawaii	Metagenome Analysis	2012-05-30		released per JGI data release policy	No	Yes	2019-11-01		esthersi@usc.edu	Esther Singer	Yes	454 GS FLX Titanium	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified		5000		Loihi, Hawaii	Marine	USA	18.92	-155.27	19923105	50316		
3300030410	*Microbiome	Permanent Draft	Cryoconite microbial communities around the Greenland ice sheet	Cryoconite microbial communities from ice sheet in Tasiilaq, Greenland - TAS_L-B1a	DMAC, Technical University of Denmark	3300030410	Environmental	Aquatic	Freshwater	Ice	Cryoconite	Cryoconite microbial communities around the Greenland ice sheet	Metagenome Analysis	2018-10-15	Custom JGI assembly, Nielsen et. al.	Updating visibility of taxon created using public NCBI SRA data from private to public -- IMGSUPP-3620	Yes	Yes	2022-02-23				No	Illumina HiSeq 2000	Environmental	Aquatic	Ice	Freshwater	Cryoconite				Greenland: Tasiilaq	Cryconite	Greenland	65.38	-38.53	379358357	687028		
3300021062	*Microbiome	Permanent Draft	Systems level insights into methane cycling in arid and semi-arid ecosystems	Soil microbial communities from Anza Borrego desert, Southern California, United States - S1_10-13C	DOE Joint Genome Institute (JGI)	3300021062	Environmental	Terrestrial	Soil	Desert	Unclassified	Systems level insights into methane cycling in arid and semi-arid ecosystems	Metagenome Analysis	2017-10-03	spades v. SPAdes version: 3.10.1		Yes	Yes	2017-12-03		mkalyuzhnaya@sdsu.edu	Marina Kalyuzhnaya	No	Illumina HiSeq 2500-1TB	Environmental	Terrestrial	Desert	Soil	Unclassified		0	0	USA: California	soil	USA	33.3049	-116.2547	213311580	526868	Restricted	
