"sampleID"	"taxon_oid"	"Domain"	"Sequencing.Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"GOLD.Analysis.Project.Type"	"Add.Date"	"Assembly.Method"	"Comments"	"Has.Coverage"	"Is.Public"	"Release.Date"	"User.Access"	"Contact.Email"	"Contact.Name"	"Is.Published"	"Sequencing.Method"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Specific.Ecosystem"	"Altitude.In.Meters"	"Depth.In.Meters"	"Elevation.In.Meters"	"Geographic.Location"	"Habitat"	"Isolation.Country"	"Latitude"	"Longitude"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"JGI.Data.Utilization.Status"	"X"	"Use"	"Environment"
"X3300005298"	3300005298	"*Microbiome"	"Permanent Draft"	"Hot Spring microbial communities from Great Boiling Spring, Nevada"	"Hot spring sediment microbial communities from Great Boiling Spring, Nevada - Cellulolytic enrichment Sediment 77C v2"	"DOE Joint Genome Institute (JGI)"	3300005298	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Sediment"	"Hot Spring microbial communities from Great Boiling Spring, Nevada"	"Metagenome Analysis"	"2015-06-05"	"SPADES v3.5.0"	"released based on JGI ITS"	"Yes"	"Yes"	"2022-03-25"	NA	"nnivanova@lbl.gov, brian.hedlund@unlv.edu"	"Natasha Ivanova, Brian Hedlund"	"Yes"	"Illumina GAIIx"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Sediment"	NA	""	"1700"	"Great Boiling Spring, Nevada"	"Hot Spring"	"USA"	"40.71458"	"-119.369659"	150187695	231170	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300031980"	3300031980	"*Microbiome"	"Permanent Draft"	"Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States"	"Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20060914_OS-M3"	"DOE Joint Genome Institute (JGI)"	3300031980	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Microbial mats"	"Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States"	"Metagenome Analysis"	"2018-12-03"	"spades v. 3.12.0"	""	"Yes"	"Yes"	"2019-02-01"	NA	"dbhaya@stanford.edu"	"Devaki Bhaya"	"No"	"PacBio Sequel, Illumina NovaSeq"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Microbial mats"	NA	"0"	""	"USA: Wyoming"	"hot spring phototrophic mat"	"USA"	"44.5341"	"-110.798"	267257994	617247	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300003091"	3300003091	"*Microbiome"	"Permanent Draft"	"Hot spring microbial communities from Five Geothermal Springs in Yellowstone National Park, USA"	"Hot spring microbial communities from Five Geothermal Springs in Yellowstone National Park, USA - Norris Geyser Basin, Beowulf Spring"	"J. Craig Venter Institute"	3300003091	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Five Geothermal Springs in Yellowstone National Park, USA"	"Metagenome Analysis"	"2014-07-31"	""	"Made public because these are downloaded from Genbank"	"No"	"Yes"	"2014-08-01"	NA	""	"Rusch, D"	"No"	""	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	""	"Norris Geyser Basin, Beowulf Spring, Yellowstone National Park, USA"	"Hot spring"	"USA"	"44.7315"	"-110.711361"	3611415	5361	""	NA	"Use"	"Hot spring"
"X3300017990"	3300017990	"*Microbiome"	"Permanent Draft"	"Hypersaline lake sediment archaeal communities from the Salton Sea, California, USA"	"Hypersaline lake sediment archaeal communities from the Salton Sea, California, USA - SS_3_S_2 metaG"	"DOE Joint Genome Institute (JGI)"	3300017990	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Sediment"	"Hypersaline lake sediment archaeal communities from the Salton Sea, California, USA"	"Metagenome Analysis"	"2017-06-04"	"MEGAHIT v. MEGAHIT v1.0.6"	""	"Yes"	"Yes"	"2017-08-04"	NA	"valentine@geol.ucsb.edu"	"David Valentine"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Sediment"	NA	"0"	"0"	"USA: California"	"Hypersaline lake sediment"	"USA"	"33.3"	"-115.8"	2505008596	5174855	"Unrestricted"	NA	"Use"	"Hypersaline"
"X3300009585"	3300009585	"*Microbiome"	"Permanent Draft"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Hot spring microbial communities from Gongxiaoshe hot spring, China to study Microbial Dark Matter (Phase II) - GXS 110809B"	"DOE Joint Genome Institute (JGI)"	3300009585	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Sediment"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Metagenome Analysis"	"2016-06-16"	"MEGAHIT v. MEGAHIT v1.0.3"	""	"Yes"	"Yes"	"2016-08-15"	NA	"brian.hedlund@unlv.edu; rstepanauskas@bigelow.org"	"Brian Hedlund; Ramunas Stepanauskas"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Sediment"	NA	""	"1725"	"China: Gongxiaoshe hot spring"	"Hot spring"	"China"	"25.4401"	"98.4408"	156747795	308249	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300038494"	3300038494	"*Microbiome"	"Permanent Draft"	"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA"	"Acid mine drainage biofilm communities from Richmond mine site C75, Iron Mt, CA, USA - AMDC751110"	"University of California, Berkeley"	3300038494	"Environmental"	"Aquatic"	"Freshwater"	"Groundwater"	"Acid Mine Drainage"	"Acid mine drainage microbial biofilm communities from Richmond Mine, California, USA"	"Metagenome Analysis"	"2020-03-31"	"Custom JGI assembly, Nielsen et. al."	""	"Yes"	"Yes"	""	NA	""	""	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Groundwater"	"Freshwater"	"Acid Mine Drainage"	NA	""	""	"USA: Iron Mountain, California"	"Acid mine drainage"	"USA"	"40.67542"	"-122.53025"	11505339	15463	""	NA	"Use"	"Acid mine drainage"
"X3300003542"	3300003542	"*Microbiome"	"Permanent Draft"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS900_Dependable_DNA"	""	3300003542	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Metagenome Analysis"	"2014-10-15"	"CLC genomics workbench 7.0"	"released by JGI data releasing policy"	"No"	"Yes"	"2020-03-03"	NA	"cfortunato@mbl.edu, cfortunato@gmail.com"	"Caroline  Fortunato, Caroline Fortunato"	"No"	"Illumina"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	"1917"	""	"North Pacific Ocean: Axial Seamount"	"Diffuse hydrothermal flow volcanic vent "	"Pacific Ocean"	"45.87992"	"-129.80294"	726296071	1704614	""	NA	"Use"	"Hydrothermal vent"
"X3300034036"	3300034036	"*Microbiome"	"Permanent Draft"	"Deception Metagenome"	"Glacier sediment microbial communities near Fumarole Bay, Deception Island, Antarctica - FBC3"	"The Brazilian National Council for Scientific and Technological Development (CNPq)"	3300034036	"Environmental"	"Aquatic"	"Freshwater"	"Ice"	"Glacier"	"Deception Metagenome"	"Metagenome Analysis"	"2019-12-05"	"IDBA-ud v. 1.1.1"	"released per Amanda Bendia -- GOLD-1013"	"No"	"Yes"	"2020-07-31"	NA	"amandagbendia@gmail.com"	"Amanda Bendia"	"No"	"Illumina"	"Environmental"	"Aquatic"	"Ice"	"Freshwater"	"Glacier"	NA	""	""	"Deception Island, Antarctica"	"glacier sediment"	"Antarctica"	"-62.96"	"-60.71"	46762764	69328	""	NA	"Use"	"Cryosphere"
"X3300005070"	3300005070	"*Microbiome"	"Permanent Draft"	"Hypersaline water metagenomes of microbial communities from Lake Tyrrell, Victoria, Australia"	"Lake Tyrrell, January 2009, 0.8 - 0.1 um size fraction, water metagenome HAT"	"J. Craig Venter Institute"	3300005070	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Hypersaline water metagenomes of microbial communities from Lake Tyrrell, Victoria, Australia"	"Metagenome Analysis"	"2015-05-02"	"Newbler v2.7"	"Released per submitter's request"	"No"	"Yes"	"2015-05-04"	NA	"eallen@ucsd.edu"	"Eric Allen"	"No"	"454 GS FLX Titanium"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	""	""	"Lake Tyrrell, Victoria, Australia"	"Hypersaline water"	"Australia"	"-35.309"	"142.7795"	354884337	992098	""	NA	"Use"	"Hypersaline"
"X3300001683"	3300001683	"*Microbiome"	"Permanent Draft"	"Hydrothermal vent plume microbial communities from Guaymas Basin, Pacific Ocean"	"Hydrothermal vent plume microbial communities from Guaymas Basin, Gulf of California - IDBA assembly"	""	3300001683	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Hydrothermal vent plume microbial communities from Guaymas Basin, Pacific Ocean"	"Metagenome Analysis"	"2013-08-15"	"IDBA"	"Public release per request from Karthik Anantharaman (April 15, 2014)"	"No"	"Yes"	"2014-04-15"	NA	"gdick@umich.edu"	"Gregory Dick"	"Yes"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	"1993"	""	"Guyams Basin, Gulf of California, Pacific Ocean"	"Hydrothermal vent plume"	"Pacific Ocean"	"27.015833"	"-111.425"	572189614	955942	""	NA	"Use"	"Hydrothermal vent"
"X3300022705"	3300022705	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1OPP3 JM117"	"AGRF"	3300022705	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2018-01-25"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Serpentine Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-32.002717"	"115.525989"	56343571	96730	""	NA	"Use"	"Hypersaline"
"X3300028820"	3300028820	"*Microbiome"	"Permanent Draft"	"Microbial communities from Yellowstone National Park hot springs 2017"	"Hot spring sediment microbial communities from Mixy Fritzy, Yellowstone National Park, USA - 170630D"	"University of Minnesota"	3300028820	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Sediment"	"Microbial communities from Yellowstone National Park hot springs 2017"	"Metagenome Analysis"	"2018-08-10"	"SPAdes v. 3.11.0"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2022-03-04"	NA	"trinityh@umn.edu"	"Trinity Hamilton"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Sediment"	NA	""	"2305"	"USA: Yellowstone National Park, WY"	"Hot spring sediment"	"USA"	"44.6877"	"-110.7279"	213192026	395775	""	NA	"Use"	"Hot spring"
"X3300013385"	3300013385	"*Microbiome"	"Permanent Draft"	"Tubeworm-associated microbial communities from Endeavour hydrothermal vents, Juan de Fuca Ridge, Canada"	"Tubeworm-associated microbial communities from Endeavour hydrothermal vents, Juan de Fuca Ridge, Canada - high-flow bush"	"Genome Quebec"	3300013385	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Tubeworm bush"	"Tubeworm-associated microbial communities from Endeavour hydrothermal vents, Juan de Fuca Ridge, Canada"	"Metagenome Analysis"	"2017-02-24"	"MEGAN"	"released by JGI data releasing policy"	"No"	"Yes"	"2020-03-03"	NA	"smurdock@uvic.ca"	"Sheryl Murdock"	"No"	"Illumina HiSeq"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Tubeworm bush"	NA	"2180"	""	"Endeavour Segment, Juan de Fuca Ridge, Canada"	"High-flow tubeworm bush"	""	"48.1775"	"-129.336667"	130781816	397358	""	NA	"Use"	"Hydrothermal vent"
"X3300028894"	3300028894	"*Microbiome"	"Permanent Draft"	"Axial Seamount Reassemblies"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS906_Marker113_DNA IDBA_UD reassembly"	"Marine Biological Laboratory"	3300028894	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Axial Seamount Reassemblies"	"Metagenome Analysis"	"2018-08-14"	"IDBA_UD v. 1.1.1"	"released by JGI data releasing policy"	"No"	"Yes"	"2022-03-04"	NA	"cfortunato@gmail.com; randerson@carleton.edu"	"Caroline Fortunato; Rika Anderson"	"Yes"	"Illumina HiSeq 1000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	"1522"	""	"Axial seamount, northeast pacific ocean"	"Diffuse hydrothermal flow volcanic vent"	"USA"	"45.92274"	"-129.988104"	220336933	482588	""	NA	"Use"	"Hydrothermal vent"
"X3300031922"	3300031922	"*Microbiome"	"Permanent Draft"	"Microbial communities from the deep biosphere"	"Spring water microbial communities from the Voltri Massif travertine in Liguria, Italy - LIG_GOR1CDEF_2013 re-assembly"	"The Marine Biological Laboratory"	3300031922	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Alkaline"	"Unclassified"	"Microbial communities from the deep biosphere"	"Metagenome Analysis"	"2018-12-02"	"SPades v. 3.13.0"	"released by JGI data releasing policy"	"No"	"Yes"	"2022-03-04"	NA	"jpayet@ceoas.oregonstate.edu"	"Jerome P. Payet"	"No"	"Illumina HiSeq 1000"	"Environmental"	"Aquatic"	"Alkaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	""	""	"Italy: Voltri Massif, Liguria"	"Spring water"	"Italy"	"44.597"	"8.7833"	244465973	593398	""	NA	"Use"	"Soda lake"
"X3300001391"	3300001391	"*Microbiome"	"Permanent Draft"	"Hydrothermal vent microbial communities from the Southwest Indian Ridge"	"Hydrothermal vent microbial communities from the Southwest Indian Ridge - SWIR1"	""	3300001391	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Hydrothermal vent microbial communities from the Southwest Indian Ridge"	"Metagenome Analysis"	"2013-05-28"	""	"released by JGI data releasing policy"	"No"	"Yes"	"2020-03-03"	NA	"huiluocao@gmail.com"	"Huiluo Cao"	"No"	"454 GS FLX Titanium"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	""	""	""	"Hydrothermal vent "	"Hong Kong"	""	""	55292183	111303	""	NA	"Use"	"Hydrothermal vent"
"X3300002555"	3300002555	"*Microbiome"	"Permanent Draft"	"Hot spring microbial communities from Yellowstone National Park"	"Hot spring thermophilic microbial communities from Obsidian Pool, Yellowstone National Park, USA - site 2 bottle 7"	"DOE Joint Genome Institute (JGI)"	3300002555	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Yellowstone National Park"	"Metagenome Analysis"	"2014-04-25"	""	""	"Yes"	"Yes"	"2014-10-22"	NA	"blumerschuette@oakland.edu, blumerschuette@oakland.edu; rmkelly@ncsu.edu"	"Sara Blumer-Schuette, Sara Blumer-Schuette; Robert Kelly"	"No"	"Illumina HiSeq 2000, Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	"2400"	"Yellowstone National Park, Wyoming, USA"	"Hot spring"	"USA"	"44.6102"	"-110.4387"	11216427	14800	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300028210"	3300028210	"*Microbiome"	"Permanent Draft"	"Antarctic microbial communities"	"Marine microbial communities from Organic Lake, Antarctica - GS378 with 3.0UM filter - spades"	"JGI facility at Oak Ridge National Laboratory"	3300028210	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Antarctic microbial communities"	"Metagenome Analysis"	"2018-05-23"	"Spades v. 3.11.1"	"released by Michelle Allen"	"Yes"	"Yes"	"2021-04-27"	NA	"r.cavicchioli@unsw.edu.au"	"Rick Cavicchioli"	"No"	"454"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	"6.8"	""	"Organic Lake, Antarctica"	"Marine derived hypersaline lake"	"Antarctica"	"-68.46233"	"78.19663"	12869036	23461	""	NA	"Use"	"Hypersaline"
"X3300022333"	3300022333	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Garden Lake, Rottnest Island (WA - Australia) - GL1GP1 JM10"	"AGRF"	3300022333	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-14"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Garden Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.995604"	"115.536873"	22442927	45355	""	NA	"Use"	"Hypersaline"
"X3300022336"	3300022336	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL3WBGP3 JM9"	"AGRF"	3300022336	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-14"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Herschel Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.996531"	"115.533257"	28619028	55394	""	NA	"Use"	"Hypersaline"
"X3300022188"	3300022188	"*Microbiome"	"Permanent Draft"	"Microbial communities from sediments and microbial mats in various locations"	"Hydrothermal vent sediment bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4870-07-10-11_MG"	"DOE Joint Genome Institute (JGI)"	3300022188	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Sediment"	"Microbial communities from sediments and microbial mats in various locations"	"Metagenome Analysis"	"2017-12-13"	"spades v. SPAdes version: 3.11.1-check"	""	"Yes"	"Yes"	"2018-02-11"	NA	"bmacgreg@unc.edu"	"Barbara MacGregor"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Sediment"	NA	"1999"	""	"Mexico: Guaymas Basin"	"hydrothermal vent sediment"	"Mexico"	"27.0114"	"-110.5931"	369060282	766490	"Unrestricted"	NA	"Use"	"Hydrothermal vent"
"X3300010331"	3300010331	"*Microbiome"	"Permanent Draft"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Glacier valley bacterial and archeal communities from Borup Fiord, Nunavut, Canada, to study Microbial Dark Matter (Phase II) - ?SSSS metaG"	"DOE Joint Genome Institute (JGI)"	3300010331	"Environmental"	"Aquatic"	"Freshwater"	"Ice"	"Glacier"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Metagenome Analysis"	"2016-09-03"	"MEGAHIT v. MEGAHIT v1.0.6"	""	"Yes"	"Yes"	"2016-11-03"	NA	"rstepanauskas@bigelow.org; pfdunfie@ucalgary.ca"	"Ramunas Stepanauskas; Peter Dunfield"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Ice"	"Freshwater"	"Glacier"	NA	"0"	"0"	"Borup Fiord, Nunavut, Canada"	"Glacier valley"	"Canada"	"81.017"	"-81.583"	1203901989	2282475	"Unrestricted"	NA	"Use"	"Cryosphere"
"X3300006084"	3300006084	"*Microbiome"	"Permanent Draft"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample CTD1200_DNA"	"Marine Biological Laboratory"	3300006084	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Metagenome Analysis"	"2015-10-17"	"CLC genomics wb7"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"cfortunato@mbl.edu, cfortunato@gmail.com"	"Caroline  Fortunato, Caroline Fortunato"	"No"	"Illumina HiSeq 1000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	"1200"	""	"Axial Seamount, northeast Pacific Ocean"	"Water from within volcano caldera"	"USA"	"45.9332"	"-129.9988"	35162592	104644	""	NA	"Use"	"Hydrothermal vent"
"X3300017468"	3300017468	"*Microbiome"	"Permanent Draft"	"Antarctic microbial communities"	"Marine microbial communities from Organic Lake, Antarctica - GS376 with 0.8UM filter"	"JGI facility at Oak Ridge National Laboratory"	3300017468	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Antarctic microbial communities"	"Metagenome Analysis"	"2017-05-05"	"Celera WGS Assembler v5.3"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"r.cavicchioli@unsw.edu.au"	"Rick Cavicchioli"	"No"	"454"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	"5.6"	""	"Organic Lake, Antarctica"	"Marine derived hypersaline lake"	"Antarctica"	"-68.46233"	"78.19663"	35452111	71036	""	NA	"Use"	"Hypersaline"
"X3300012680"	3300012680	"*Microbiome"	"Permanent Draft"	"Polar desert microbial communities from Antarctic Dry Valleys"	"Polar desert sand microbial communities from Dry Valleys, Antarctica - metaG UQ224A (23.06)"	"DOE Joint Genome Institute (JGI)"	3300012680	"Environmental"	"Terrestrial"	"Soil"	"Desert"	"Unclassified"	"Polar desert microbial communities from Antarctic Dry Valleys"	"Metagenome Analysis"	"2016-12-10"	"MEGAHIT v. MEGAHIT v1.0.6"	""	"Yes"	"Yes"	"2017-02-08"	NA	"caryc@udel.edu"	"Stephen Cary"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Terrestrial"	"Desert"	"Soil"	"Unclassified"	NA	""	"863"	"Antarctica: Dry Valley"	"Polar desert sand"	"Antarctica"	"-78.0456"	"164.0158"	1171389766	2600309	"Unrestricted"	NA	"Use"	"Desert"
"X3300022414"	3300022414	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1OPP2 JM95"	"AGRF"	3300022414	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Serpentine Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-32.002717"	"115.525989"	49721499	86627	""	NA	"Use"	"Hypersaline"
"X3300022417"	3300022417	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Serpentine Lake, Rottnest Island (WA - Australia) - SL1OPP3 JM27"	"AGRF"	3300022417	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-15"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Serpentine Lake, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-32.002717"	"115.525989"	47777028	89267	""	NA	"Use"	"Hypersaline"
"X3300044576"	3300044576	"*Microbiome"	"Permanent Draft"	"Marine microbial communities from various hydrothermal vent chimneys in Pacific Ocean"	"Marine hydrothermal vent microbial communities from Ultra No Chi Chi chimney, Urashima Vent Field, Pacific Ocean - 801CCC"	"Western Washington University"	3300044576	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Black smokers"	"Marine microbial communities from various hydrothermal vent chimneys in Pacific Ocean"	"Metagenome Analysis"	"2021-04-03"	"MegaHIT v. 1.2.9"	"released by Laura A Murray"	"No"	"Yes"	"2021-04-07"	NA	"lmurray0918@gmail.com"	"Laura Murray"	"No"	"Illumina MiSeq"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Black smokers"	NA	"1584"	""	"Urashima Vent Field, Pacific Ocean"	"Marine hydrothermal vent"	"Pacific Ocean"	"13"	"144"	209464453	438875	""	NA	"Use"	"Hydrothermal vent"
"X3300001681"	3300001681	"*Microbiome"	"Permanent Draft"	"Black smokers hydrothermal plume microbial communities from Abe, Lau Basin, Pacific Ocean"	"Black smokers hydrothermal plume microbial communities from Abe, Lau Basin, Pacific Ocean - IDBA"	""	3300001681	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Black smokers"	"Black smokers hydrothermal plume microbial communities from Abe, Lau Basin, Pacific Ocean"	"Metagenome Analysis"	"2013-08-16"	"IDBA-UD"	"Public release per request from Karthik Anantharaman (April 15, 2014)"	"No"	"Yes"	"2014-04-15"	NA	"akarthik@umich.edu"	"Karthik Anantharaman"	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Black smokers"	NA	""	""	"Abe, ELSC, Pacific Ocean"	"Black smokers hydrothermal plume"	"Pacific Ocean"	"-20.111307"	"-176.989014"	429147887	672341	""	NA	"Use"	"Hydrothermal vent"
