taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Is Public	Public Release Date	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status
2761201807	Eukaryota	Permanent Draft	A Phylogenomic Framework to Investigate Fungal Thermophily	Parathielavia hyrcaniae CBS 757.83	DOE Joint Genome Institute (JGI)	2761201807	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Parathielavia	Parathielavia hyrcaniae	Yes	12/18/17	31108405	11338	Unrestricted
2761201841	Eukaryota	Permanent Draft	1000 Fungal Genomes	Aulographum hederae CBS 113979	DOE Joint Genome Institute (JGI)	2761201841	Ascomycota	Dothideomycetes	Aulographales	Aulographaceae	Aulographum	Aulographum hederae	Yes	12/18/17	31939012	12127	Unrestricted
2761201688	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Pichia membranifaciens NRRL Y-2026	DOE Joint Genome Institute (JGI)	2761201688	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia membranifaciens	Yes	12/18/17	11584685	5546	Unrestricted
2761201857	Eukaryota	Permanent Draft	"Yeasts of Biotechnological, Taxonomic and Physiological Interest"	Hanseniaspora valbyensis NRRL Y-1626	DOE Joint Genome Institute (JGI)	2761201857	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	Hanseniaspora valbyensis	Yes	12/18/17	11442573	4800	Unrestricted
2761201711	Eukaryota	Permanent Draft	1000 Fungal Genomes	Kockovaella imperatae NRRL Y-17943 Standard Draft	DOE Joint Genome Institute (JGI)	2761201711	Basidiomycota	Tremellomycetes	Tremellales	Cuniculitremaceae	Kockovaella	Kockovaella imperatae	Yes	12/18/17	17426978	7393	Unrestricted
2761201682	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Piloderma croceum F 1598	DOE Joint Genome Institute (JGI)	2761201682	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Piloderma	Piloderma croceum	Yes	12/18/17	59120745	21583	Unrestricted
2761201895	Eukaryota	Permanent Draft	Functional genomics in the model mushroom Coprinopsis cinerea	Coprinopsis cinerea AmutBmut pab1-1	DOE Joint Genome Institute (JGI)	2761201895	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis cinerea	Yes	12/18/17	34019204	14242	Unrestricted
2761201890	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Tricholoma matsutake 945 (version 2)	DOE Joint Genome Institute (JGI)	2761201890	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma matsutake	Yes	12/18/17	164685755	22885	Unrestricted
2761201771	Eukaryota	Permanent Draft	1000 Fungal Genomes	Leucogyrophana mollusca KUC20120723A-06	DOE Joint Genome Institute (JGI)	2761201771	Basidiomycota	Agaricomycetes	Boletales	unclassified	Leucogyrophana	Leucogyrophana mollusca	Yes	12/18/17	35009247	14619	Unrestricted
2761201787	Eukaryota	Permanent Draft	Survey of lignocellulolytic capabilities over the order Polyporales	Trametes elegans CIRM1663	DOE Joint Genome Institute (JGI)	2761201787	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes elegans	Yes	12/18/17	32985989	12851	Unrestricted
2761201708	Eukaryota	Permanent Draft	1000 Fungal Genomes	Naematelia encephala UCDFST 68-887.2 Standard Draft	DOE Joint Genome Institute (JGI)	2761201708	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae	Naematelia	Naematelia encephala	Yes	12/18/17	19784242	7964	Unrestricted
2761201660	Eukaryota	Permanent Draft	Phanerochaete carnosa	Phanerochaete carnosa HHB-10118-sp	DOE Joint Genome Institute (JGI)	2761201660	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete carnosa	Yes	12/18/17	45240013	13937	Unrestricted
2761201713	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Stereum hirsutum FP-91666 SS1	DOE Joint Genome Institute (JGI)	2761201713	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Stereum	Stereum hirsutum	Yes	12/18/17	46449637	14072	Unrestricted
2761201822	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Gyrodon lividus BX	DOE Joint Genome Institute (JGI)	2761201822	Basidiomycota	Agaricomycetes	Boletales	Gyrodontaceae	Gyrodon	Gyrodon lividus	Yes	12/18/17	42471999	11779	Unrestricted
2761201614	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Botryobasidium botryosum FD-172 SS1	DOE Joint Genome Institute (JGI)	2761201614	Basidiomycota	Agaricomycetes	Cantharellales	Botryobasidiaceae	Botryobasidium	Botryobasidium botryosum	Yes	12/18/17	46575374	16526	Unrestricted
2761201665	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Paxillus rubicundulus Ve08.2h10	DOE Joint Genome Institute (JGI)	2761201665	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus rubicundulus	Yes	12/18/17	63214752	18999	Unrestricted
2761201818	Eukaryota	Permanent Draft	1000 Fungal Genomes	Clavulina sp. PMI_390	DOE Joint Genome Institute (JGI)	2761201818	Basidiomycota	Agaricomycetes	Cantharellales	Hydnaceae	Clavulina	Clavulina sp. PMI_390	Yes	12/18/17	41434046	15442	Unrestricted
2761201618	Eukaryota	Permanent Draft	Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Exidia glandulosa HHB12029	DOE Joint Genome Institute (JGI)	2761201618	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Exidia	Exidia glandulosa	Yes	12/18/17	77019551	26765	Unrestricted
2761201662	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Wolfiporia cocos MD-104 SS10	DOE Joint Genome Institute (JGI)	2761201662	Basidiomycota	Agaricomycetes	Polyporales	Phaeolaceae	Wolfiporia	Wolfiporia cocos	Yes	12/18/17	50142065	12746	Unrestricted
2761201820	Eukaryota	Permanent Draft	Survey of lignocellulolytic capabilities over the order Polyporales	Pilatotrama ljubarskyi CIRM-BRFM 1659	DOE Joint Genome Institute (JGI)	2761201820	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Pilatotrama	Pilatotrama ljubarskyi	Yes	12/18/17	33967185	13180	Unrestricted
2761201878	Eukaryota	Permanent Draft	Survey of lignocellulolytic capabilities over the order Polyporales	Trametes coccinea CIRM-BRFM 310	DOE Joint Genome Institute (JGI)	2761201878	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea	Yes	12/18/17	32729926	12690	Unrestricted
2761201603	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Suillus luteus UH-Slu-Lm8-n1	DOE Joint Genome Institute (JGI)	2761201603	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus luteus	Yes	12/18/17	44380666	16588	Unrestricted
2761201620	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Hydnomerulius pinastri MD-312	DOE Joint Genome Institute (JGI)	2761201620	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Hydnomerulius	Hydnomerulius pinastri	Yes	12/18/17	38074417	13270	Unrestricted
2761201847	Eukaryota	Permanent Draft	"Forest soil microbial communities from France, Sweden and USA, for metatranscriptomics studies"	Atractiella rhizophila PMI 95 Standard Draft	DOE Joint Genome Institute (JGI)	2761201847	Basidiomycota	Atractiellomycetes	Atractiellales	Hoehnelomycetaceae	Atractiella	Atractiella rhizophila	Yes	12/18/17	49165718	17606	Unrestricted
2761201601	Eukaryota	Permanent Draft	Serpula lacrymans	Serpula lacrymans lacrymans S7.3	DOE Joint Genome Institute (JGI)	2761201601	Basidiomycota	Agaricomycetes	Boletales	Serpulaceae	Serpula	Serpula lacrymans	Yes	12/18/17	46430867	14495	Unrestricted
2761201647	Eukaryota	Permanent Draft	Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Sistotremastrum niveocremeum HHB9708 ss-1	DOE Joint Genome Institute (JGI)	2761201647	Basidiomycota	Agaricomycetes	Trechisporales	unclassified	Sistotremastrum	Sistotremastrum niveocremeum	Yes	12/18/17	35315737	13080	Unrestricted
2761201656	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Hebeloma cylindrosporum h7	DOE Joint Genome Institute (JGI)	2761201656	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	Hebeloma cylindrosporum	Yes	12/18/17	38220573	15382	Unrestricted
2761201692	Eukaryota	Permanent Draft	Paxillus involutus: Sequencing of the Genome of the Ectomycorrhizal Fungus	Paxillus involutus ATCC 200175	DOE Joint Genome Institute (JGI)	2761201692	Basidiomycota	Agaricomycetes	Boletales	Paxillaceae	Paxillus	Paxillus involutus	Yes	12/18/17	57933747	17968	Unrestricted
2761201892	Eukaryota	Permanent Draft	Pennacchio R&D 2012 projects	Phlegmacium glaucopus AT 2004 276	DOE Joint Genome Institute (JGI)	2761201892	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Phlegmacium	Phlegmacium glaucopus	Yes	12/18/17	63081988	20377	Unrestricted
2761201733	Eukaryota	Finished	Agaricus bisporus: Whole genome sequencing of the leaf-litter degrading homobasi	Agaricus bisporus sv. burnettii JB137-s8	DOE Joint Genome Institute (JGI)	2761201733	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus bisporus	Yes	12/18/17	31648535	11289	Unrestricted
2761201703	Eukaryota	Permanent Draft	Phylogenomics and the origin and diversification of Kingdom Fungi	Wallemia sebi CBS 633.66	DOE Joint Genome Institute (JGI)	2761201703	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	Wallemia mellicola	Yes	12/18/17	9791523	5284	Unrestricted
2761201859	Eukaryota	Permanent Draft	Schizophyllum commune	Schizophyllum commune H4-8	DOE Joint Genome Institute (JGI)	2761201859	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune	Yes	12/18/17	38670379	16319	Unrestricted
2761201725	Eukaryota	Permanent Draft	Laccaria bicolor	Laccaria bicolor S238N-H82	DOE Joint Genome Institute (JGI)	2761201725	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria bicolor	Yes	12/18/17	60703669	23130	Unrestricted
2761201836	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Boletus edulis BED1	DOE Joint Genome Institute (JGI)	2761201836	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus edulis	Yes	12/18/17	45997730	16933	Unrestricted
2761201636	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Tulasnella calospora AL13/4D	DOE Joint Genome Institute (JGI)	2761201636	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Tulasnella	Tulasnella calospora	Yes	12/18/17	62029417	19659	Unrestricted
2761201804	Eukaryota	Permanent Draft	1000 Fungal Genomes	Artomyces pyxidatus HHB10654	DOE Joint Genome Institute (JGI)	2761201804	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Artomyces	Artomyces pyxidatus	Yes	12/18/17	37887571	15130	Unrestricted
2761201642	Eukaryota	Permanent Draft	Phylogenomics and the origin and diversification of Kingdom Fungi	Tilletiaria anomala UBC 951	DOE Joint Genome Institute (JGI)	2761201642	Basidiomycota	Exobasidiomycetes	Georgefischeriales	Tilletiariaceae	Tilletiaria	Tilletiaria anomala	Yes	12/18/17	18694168	6810	Unrestricted
2761201854	Eukaryota	Permanent Draft	Genomics and transcriptomics of forest soil isolates	Macrolepiota fuliginosa MF-IS2	DOE Joint Genome Institute (JGI)	2761201854	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Macrolepiota	Macrolepiota fuliginosa	Yes	12/18/17	42814351	15801	Unrestricted
2761201897	Eukaryota	Permanent Draft	Towards functional genomics: development of Schizophyllum commune as a model system to study lignocellulose degradation	Schizophyllum commune Tattone D	DOE Joint Genome Institute (JGI)	2761201897	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune	Yes	12/18/17	36206556	15199	Unrestricted
2761201706	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Phlebia brevispora HHB-7030 SS6	DOE Joint Genome Institute (JGI)	2761201706	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	Phlebia brevispora	Yes	12/18/17	49645006	16170	Unrestricted
2761201739	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Fomitopsis schrenkii FP-58527 SS1	DOE Joint Genome Institute (JGI)	2761201739	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis	Fomitopsis schrenkii	Yes	12/18/17	41567524	13885	Unrestricted
2761201756	Eukaryota	Permanent Draft	A White paper for Fungal Comparative Genomics Tremella mesenterica	Tremella mesenterica DSM 1558	DOE Joint Genome Institute (JGI)	2761201756	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella mesenterica	Yes	12/18/17	28620914	8313	Unrestricted
2761201780	Eukaryota	Permanent Draft	1000 Fungal Genomes	Exobasidium vaccinii MPITM	DOE Joint Genome Institute (JGI)	2761201780	Basidiomycota	Exobasidiomycetes	Exobasidiales	Exobasidiaceae	Exobasidium	Exobasidium vaccinii	Yes	12/18/17	16963922	7453	Unrestricted
2761201633	Eukaryota	Permanent Draft	Heterobasidion annosum TC 32-1 - Forest Pathogen basidiomycete WGS	Heterobasidion irregulare TC 32-1	DOE Joint Genome Institute (JGI)	2761201633	Basidiomycota	Agaricomycetes	Russulales	Bondarzewiaceae	Heterobasidion	Heterobasidion irregulare	Yes	12/18/17	33641880	13383	Unrestricted
2761201785	Eukaryota	Permanent Draft	1000 Fungal Genomes	Phyllozyma linderae CBS 7893 (P93)	DOE Joint Genome Institute (JGI)	2761201785	Basidiomycota	Spiculogloeomycetes	Spiculogloeales	Spiculogloeaceae	Phyllozyma	Phyllozyma linderae	Yes	12/18/17	18236078	9062	Unrestricted
2761201900	Eukaryota	Permanent Draft	Fungal Genome Program Extremophiles	Naganishia vishniacii ANT03-052	DOE Joint Genome Institute (JGI)	2761201900	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia vishniacii	Yes	12/18/17	19687924	7232	Unrestricted
2761201747	Eukaryota	Permanent Draft	1000 Fungal Genomes	Peniophora sp. CONT	DOE Joint Genome Institute (JGI)	2761201747	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unclassified	Yes	12/18/17	45807480	18952	Unrestricted
2761201616	Eukaryota	Permanent Draft	Gelatoporia subvermispora B	Gelatoporia subvermispora B	DOE Joint Genome Institute (JGI)	2761201616	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Gelatoporia	Gelatoporia subvermispora	Yes	12/18/17	38777970	12125	Unrestricted
2761201671	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Dichomitus squalens LYAD-421 SS1	DOE Joint Genome Institute (JGI)	2761201671	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Dichomitus	Dichomitus squalens	Yes	12/18/17	42392086	12290	Unrestricted
2761201627	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Plicaturopsis crispa FD-325 SS-3	DOE Joint Genome Institute (JGI)	2761201627	Basidiomycota	Agaricomycetes	Amylocorticiales	Amylocorticiaceae	Plicaturopsis	Plicaturopsis crispa	Yes	12/18/17	34317268	13626	Unrestricted
2761201714	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Fomitiporia mediterranea MF3/22	DOE Joint Genome Institute (JGI)	2761201714	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fomitiporia	Fomitiporia mediterranea	Yes	12/18/17	59879339	11333	Unrestricted
2761201613	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Auricularia subglabra TFB-10046 SS	DOE Joint Genome Institute (JGI)	2761201613	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariaceae	Auricularia	Auricularia subglabra	Yes	12/18/17	76667582	25459	Unrestricted
2761201760	Eukaryota	Permanent Draft	Genomics and transcriptomics of forest soil isolates	Ramaria acris UT-36052-T	DOE Joint Genome Institute (JGI)	2761201760	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria acris	Yes	12/18/17	102008596	19287	Unrestricted
2761201840	Eukaryota	Permanent Draft	Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Lentinus tigrinus sp. CONT Standard Draft	DOE Joint Genome Institute (JGI)	2761201840	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Lentinus	Lentinus tigrinus	Yes	12/18/17	39725672	15653	Unrestricted
2761201640	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Coniophora puteana RWD-64-598 SS2	DOE Joint Genome Institute (JGI)	2761201640	Basidiomycota	Agaricomycetes	Boletales	Coniophoraceae	Coniophora	Coniophora puteana	Yes	12/18/17	42803678	13761	Unrestricted
2761201765	Eukaryota	Permanent Draft	1000 Fungal Genomes	Auriscalpium vulgare FP105234-Sp	DOE Joint Genome Institute (JGI)	2761201765	Basidiomycota	Agaricomycetes	Russulales	Auriscalpiaceae	Auriscalpium	Auriscalpium vulgare	Yes	12/18/17	39458895	16931	Unrestricted
2761201858	Eukaryota	Permanent Draft	"Fecal eukaryotic communites from dung pellets of Tule Elk in California, USA"	Coprinopsis sclerotiger TEP 19c Standard Draft	DOE Joint Genome Institute (JGI)	2761201858	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis sclerotiger	Yes	12/18/17	30480788	12036	Unrestricted
2761201774	Eukaryota	Permanent Draft	1000 Fungal Genomes	Guyanagaster necrorhizus MCA 3950	DOE Joint Genome Institute (JGI)	2761201774	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Guyanagaster	Guyanagaster necrorhizus	Yes	12/18/17	53404383	14276	Unrestricted
2761201687	Eukaryota	Permanent Draft	Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Sistotremastrum suecicum HHB10207 ss-3	DOE Joint Genome Institute (JGI)	2761201687	Basidiomycota	Agaricomycetes	Trechisporales	unclassified	Sistotremastrum	Sistotremastrum suecicum	Yes	12/18/17	33631641	13657	Unrestricted
2761201887	Eukaryota	Permanent Draft	Towards functional genomics: development of Schizophyllum commune as a model system to study lignocellulose degradation	Schizophyllum commune Loenen D	DOE Joint Genome Institute (JGI)	2761201887	Basidiomycota	Agaricomycetes	Agaricales	Schizophyllaceae	Schizophyllum	Schizophyllum commune	Yes	12/18/17	35406804	13827	Unrestricted
2761201728	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Dacryopinax primogenitus DJM-731 SS1	DOE Joint Genome Institute (JGI)	2761201728	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Dacryopinax	Dacryopinax primogenitus	Yes	12/18/17	29490820	10242	Unrestricted
2761201837	Eukaryota	Permanent Draft	Genomics and transcriptomics of forest soil isolates	Trichaptum abietinum L-15831 ss-1	DOE Joint Genome Institute (JGI)	2761201837	Basidiomycota	Agaricomycetes	Hymenochaetales	Trichaptaceae	Trichaptum	Trichaptum abietinum	Yes	12/18/17	40519418	14978	Unrestricted
2761201637	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Laccaria amethystina LaAM-08-1	DOE Joint Genome Institute (JGI)	2761201637	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria amethystina	Yes	12/18/17	51998415	17553	Unrestricted
2761201764	Eukaryota	Permanent Draft	1000 Fungal Genomes	Dendrothele bispora CBS 962.96	DOE Joint Genome Institute (JGI)	2761201764	Basidiomycota	Agaricomycetes	Agaricales	unclassified	Dendrothele	Dendrothele bispora	Yes	12/18/17	126752678	33645	Unrestricted
2761201602	Eukaryota	Permanent Draft	1000 Fungal Genomes	Suillus brevipes Sb2	DOE Joint Genome Institute (JGI)	2761201602	Basidiomycota	Agaricomycetes	Boletales	Suillaceae	Suillus	Suillus brevipes	Yes	12/18/17	51426985	21458	Unrestricted
2761201649	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Hypholoma sublateritium FD-334 SS-4	DOE Joint Genome Institute (JGI)	2761201649	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Hypholoma	Hypholoma sublateritium	Yes	12/18/17	47905263	17911	Unrestricted
2761201652	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Gloeophyllum trabeum ATCC 11539	DOE Joint Genome Institute (JGI)	2761201652	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Gloeophyllum	Gloeophyllum trabeum	Yes	12/18/17	36919371	11846	Unrestricted
2761201663	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Ganoderma sp. 10597 SS1	DOE Joint Genome Institute (JGI)	2761201663	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Ganoderma	Ganoderma sp. 10597 SS1	Yes	12/18/17	39458420	12910	Unrestricted
2761201644	Eukaryota	Permanent Draft	Pisolithus tinctorius and Pisolithus microcarpus	Pisolithus microcarpus 441	DOE Joint Genome Institute (JGI)	2761201644	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus microcarpus	Yes	12/18/17	52843097	21064	Unrestricted
2761201741	Eukaryota	Permanent Draft	Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Calocera viscosa TUFC12733	DOE Joint Genome Institute (JGI)	2761201741	Basidiomycota	Dacrymycetes	Dacrymycetales	Dacrymycetaceae	Calocera	Calocera viscosa	Yes	12/18/17	29084948	12378	Unrestricted
2761201707	Eukaryota	Permanent Draft	Exploring the Genome Diversity of Mycorrhizal Fungi to Understand the Evolution and Functioning of Symbiosis in Woody Shrubs and Trees	Serendipita vermifera MAFF 305830	DOE Joint Genome Institute (JGI)	2761201707	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita vermifera	Yes	12/18/17	38032344	15312	Unrestricted
2761201866	Eukaryota	Permanent Draft	Basidiomycetes Isolates that Secrete High Levels of Oxidase and Hydrolase Enzymes	Cerrena unicolor 303	DOE Joint Genome Institute (JGI)	2761201866	Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae	Cerrena	Cerrena unicolor	Yes	12/18/17	35840293	12966	Unrestricted
2761201746	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Fistulina hepatica ATCC 64428	DOE Joint Genome Institute (JGI)	2761201746	Basidiomycota	Agaricomycetes	Agaricales	Fistulinaceae	Fistulina	Fistulina hepatica	Yes	12/18/17	33509712	11244	Unrestricted
2761201904	Eukaryota	Permanent Draft	Pleurotus ostreatus	Pleurotus ostreatus N001 PC9	DOE Joint Genome Institute (JGI)	2761201904	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus ostreatus	Yes	12/18/17	35499622	12206	Unrestricted
2761201617	Eukaryota	Permanent Draft	1000 Fungal Genomes	Rhizopogon vinicolor AM-OR11-026	DOE Joint Genome Institute (JGI)	2761201617	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon vinicolor	Yes	12/18/17	35349623	14469	Unrestricted
2761201798	Eukaryota	Permanent Draft	1000 Fungal Genomes	Panellus stipticus KUC8834	DOE Joint Genome Institute (JGI)	2761201798	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Panellus	Panellus stipticus	Yes	12/18/17	52908490	15860	Unrestricted
2761201821	Eukaryota	Permanent Draft	Survey of lignocellulolytic capabilities over the order Polyporales	Trametes coccinea CIRM1662	DOE Joint Genome Institute (JGI)	2761201821	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	Trametes coccinea	Yes	12/18/17	32013474	12798	Unrestricted
2761201735	Eukaryota	Permanent Draft	Pisolithus tinctorius and Pisolithus microcarpus	Pisolithus tinctorius Marx 270	DOE Joint Genome Institute (JGI)	2761201735	Basidiomycota	Agaricomycetes	Boletales	Pisolithaceae	Pisolithus	Pisolithus tinctorius	Yes	12/18/17	70714942	22701	Unrestricted
2761201677	Eukaryota	Permanent Draft	Genomics and transcriptomics of forest soil isolates	Neolentinus lepideus HHB14362 ss-1	DOE Joint Genome Institute (JGI)	2761201677	Basidiomycota	Agaricomycetes	Gloeophyllales	Gloeophyllaceae	Neolentinus	Neolentinus lepideus	Yes	12/18/17	35442605	13164	Unrestricted
2761201730	Eukaryota	Permanent Draft	SAP - Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Gymnopus luxurians FD-317 M1	DOE Joint Genome Institute (JGI)	2761201730	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Collybiopsis	Collybiopsis luxurians	Yes	12/18/17	66163670	22057	Unrestricted
2761201626	Eukaryota	Permanent Draft	Community proposal to sequence a diverse assemblage of saprotrophic Basidiomycota (Agaricomycotina)	Fibularhizoctonia sp. CBS 109695	DOE Joint Genome Institute (JGI)	2761201626	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	Fibularhizoctonia	Fibularhizoctonia sp. CBS 109695	Yes	12/18/17	93838271	32946	Unrestricted
2761201789	Eukaryota	Permanent Draft	Rhizopogon salebrosus	Rhizopogon salebrosus TDB-379 Standard Draft	DOE Joint Genome Institute (JGI)	2761201789	Basidiomycota	Agaricomycetes	Boletales	Rhizopogonaceae	Rhizopogon	Rhizopogon salebrosus	Yes	12/18/17	81872351	18900	Unrestricted
