"Feature"	"FeatureName"	"Mean.Resolute3(n=3)"	"Mean.SvalbardTaylor(n=6)"	"StdErr.Resolute3(n=3)"	"StdErr.SvalbardTaylor(n=6)"	"FishersTest.Pval"	"FishersTest.adjPval"	"3300038653.Resolute3"	"3300039024.Resolute3"	"3300039023.Resolute3"	"3300061232.SvalbardTaylor"	"3300061231.SvalbardTaylor"	"3300061096.SvalbardTaylor"	"3300061097.SvalbardTaylor"	"3300061098.SvalbardTaylor"	"3300061230.SvalbardTaylor"
"Rauchvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Rauchvirus"	"0"	"1"	"0"	"0.447213595499958"	"1"	"1"	"0"	"0"	"0"	"1"	"3"	"0"	"0"	"1"	"1"
"Raunefjordenvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Schitoviridae;Raunefjordenvirus"	"0"	"8"	"0"	"4.45720390678581"	"0.421520008547469"	"0.443676119377822"	"0"	"0"	"0"	"23"	"3"	"1"	"0"	"0"	"21"
"Redjacvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Casjensviridae;Redjacvirus"	"0"	"0.666666666666667"	"0"	"0.494413232473044"	"1"	"1"	"0"	"0"	"0"	"3"	"1"	"0"	"0"	"0"	"0"
"Rehaibacterium"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Rehaibacterium"	"0"	"792.5"	"0"	"208.303904588144"	"1.55289548798901e-76"	"1.10321000964896e-75"	"0"	"0"	"0"	"1248"	"1532"	"510"	"265"	"360"	"840"
"Reichenbachiella"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Reichenbachiella"	"1.66666666666667"	"494.333333333333"	"1.66666666666667"	"106.248660122271"	"1.04524202622659e-39"	"5.02846163968468e-39"	"0"	"0"	"5"	"779"	"679"	"275"	"204"	"302"	"727"
"Reinekea"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Reinekea"	"0"	"77.5"	"0"	"28.4566922416034"	"6.75366884667059e-08"	"1.3114396960444e-07"	"0"	"0"	"0"	"79"	"209"	"30"	"26"	"33"	"88"
"Renibacterium"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Micrococcaceae;Renibacterium"	"0"	"12.6666666666667"	"0"	"4.73051559322848"	"0.118059588896522"	"0.13871027606324"	"0"	"0"	"0"	"11"	"34"	"8"	"6"	"1"	"16"
"Rerduovirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Rerduovirus"	"0"	"0.333333333333333"	"0"	"0.210818510677892"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"1"
"Reyranella"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Reyranellaceae;Reyranella"	"0"	"4699.66666666667"	"0"	"2601.23106325533"	"0"	"0"	"0"	"0"	"0"	"3939"	"17465"	"2346"	"526"	"1095"	"2827"
"Rhabdobacter"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Rhabdobacter"	"0"	"1060.16666666667"	"0"	"81.8390357823073"	"4.19044721415015e-102"	"3.60919163283255e-101"	"0"	"0"	"0"	"1143"	"1245"	"887"	"1210"	"741"	"1135"
"Rhadinovirus"	"Viruses;dsDNA viruses, no RNA stage;Herviviricetes;Herpesvirales;Herpesviridae;Rhadinovirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"
"Rheinheimera"	"Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Rheinheimera"	"0.333333333333333"	"221.833333333333"	"0.333333333333333"	"62.2995006222183"	"4.18896555424951e-20"	"1.32754160591646e-19"	"0"	"0"	"1"	"258"	"506"	"140"	"86"	"126"	"215"
"Rhizobacter"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;unclassified;Rhizobacter"	"0"	"15969.1666666667"	"0"	"5100.12424304001"	"0"	"0"	"0"	"0"	"0"	"19422"	"37056"	"6243"	"6599"	"5293"	"21202"
"Rhizobium"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium"	"3"	"17060.3333333333"	"3"	"7710.81717963653"	"0"	"0"	"0"	"0"	"9"	"20573"	"48032"	"1958"	"1885"	"1825"	"28089"
"Rhizomicrobium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Micropepsales;Micropepsaceae;Rhizomicrobium"	"0"	"2141.5"	"0"	"934.838693750603"	"5.25167742634568e-206"	"7.16015935064322e-205"	"0"	"0"	"0"	"3625"	"5075"	"114"	"94"	"93"	"3848"
"Rhizophagus"	"Eukaryota;Mucoromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus"	"0"	"56.8333333333333"	"0"	"15.4777618249898"	"6.87634666135387e-06"	"1.18323387234038e-05"	"0"	"0"	"0"	"77"	"104"	"34"	"13"	"24"	"89"
"Rhizopogon"	"Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Rhizopogonaceae;Rhizopogon"	"0"	"8.83333333333333"	"0"	"2.03988017077257"	"0.266607810597567"	"0.294962508685982"	"0"	"0"	"0"	"13"	"14"	"5"	"3"	"5"	"13"
"Rhizopus"	"Eukaryota;Mucoromycota;Mucoromycetes;Mucorales;Rhizopodaceae;Rhizopus"	"0"	"25.3333333333333"	"0"	"5.75422550054402"	"0.00739099521905593"	"0.0099876628772059"	"0"	"0"	"0"	"34"	"38"	"17"	"7"	"15"	"41"
"Rhizorhabdus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhabdus"	"0"	"1613.33333333333"	"0"	"655.352254728537"	"2.64652710603912e-155"	"2.98572987596808e-154"	"0"	"0"	"0"	"2692"	"3873"	"233"	"227"	"182"	"2473"
"Rhizorhapis"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Rhizorhapis"	"0"	"249.666666666667"	"0"	"103.610381290251"	"1.73869704019953e-24"	"6.11684986905943e-24"	"0"	"0"	"0"	"376"	"657"	"50"	"48"	"24"	"343"
"Rhodanobacter"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter"	"0"	"2372.5"	"0"	"688.035888114373"	"3.94953136321871e-228"	"5.8047240769508e-227"	"0"	"0"	"0"	"3096"	"5280"	"1189"	"979"	"1031"	"2660"
"Rhodobaca"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobaca"	"0"	"71.5"	"0"	"35.7311721983294"	"3.40144914614119e-07"	"6.33987380118463e-07"	"0"	"0"	"0"	"45"	"243"	"18"	"23"	"18"	"82"
"Rhodobacter"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodobacter"	"0"	"3223.83333333333"	"0"	"1506.28893679503"	"6.40316244298022e-310"	"1.17906508432808e-308"	"0"	"0"	"0"	"2375"	"10493"	"1181"	"1032"	"878"	"3384"
"Rhodobium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodobiaceae;Rhodobium"	"0"	"128.333333333333"	"0"	"49.5356213020265"	"1.06621326157289e-12"	"2.59388556573997e-12"	"0"	"0"	"0"	"156"	"342"	"43"	"30"	"34"	"165"
"Rhodoblastus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Beijerinckiaceae;Rhodoblastus"	"0"	"315.166666666667"	"0"	"130.899303962159"	"9.00956327339432e-31"	"3.67727907362489e-30"	"0"	"0"	"0"	"369"	"907"	"98"	"90"	"68"	"359"
"Rhodocista"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Rhodocista"	"0"	"147.666666666667"	"0"	"59.8696732726827"	"1.65549983488892e-14"	"4.39091181372856e-14"	"0"	"0"	"0"	"155"	"421"	"60"	"32"	"43"	"175"
"Rhodococcus"	"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Rhodococcus"	"0"	"3721.33333333333"	"0"	"1257.80596454479"	"0"	"0"	"0"	"0"	"0"	"3452"	"9834"	"2066"	"1945"	"1734"	"3297"
"Rhodocyclus"	"Bacteria;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Rhodocyclus"	"0"	"304.333333333333"	"0"	"102.993419423012"	"1.37317575070968e-29"	"5.46541006866312e-29"	"0"	"0"	"0"	"496"	"718"	"124"	"104"	"113"	"271"
"Rhodoferax"	"Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax"	"10.3333333333333"	"9845.5"	"10.3333333333333"	"3319.55983778974"	"0"	"0"	"0"	"0"	"31"	"13653"	"23286"	"3234"	"3169"	"3432"	"12299"
"Rhodoglobus"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Rhodoglobus"	"0"	"245.333333333333"	"0"	"40.7182732661612"	"5.5964815582182e-24"	"1.9448076911639e-23"	"0"	"0"	"0"	"270"	"427"	"170"	"223"	"146"	"236"
"Rhodohalobacter"	"Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Rhodohalobacter"	"0"	"500.833333333333"	"0"	"131.002141627956"	"2.00050398827491e-48"	"1.06472006286259e-47"	"0"	"0"	"0"	"611"	"1054"	"300"	"203"	"254"	"583"
"Rhodoligotrophos"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae;Rhodoligotrophos"	"0"	"563.333333333333"	"0"	"235.203835947555"	"1.43582916351017e-54"	"8.2296898745735e-54"	"0"	"0"	"0"	"738"	"1573"	"139"	"93"	"130"	"707"
"Rhodoluna"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Rhodoluna"	"0"	"42"	"0"	"16.0478451305256"	"0.000240621085491598"	"0.000368699166865175"	"0"	"0"	"0"	"49"	"116"	"14"	"18"	"13"	"42"
"Rhodomicrobium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodomicrobium"	"0"	"458.333333333333"	"0"	"194.876998243622"	"1.7198593291411e-44"	"8.76061890392382e-44"	"0"	"0"	"0"	"516"	"1341"	"133"	"89"	"130"	"541"
"Rhodonellum"	"Bacteria;Bacteroidota;Cytophagia;Cytophagales;Cytophagaceae;Rhodonellum"	"0"	"273.166666666667"	"0"	"63.7356083973298"	"1.28561859350231e-26"	"4.75649188635266e-26"	"0"	"0"	"0"	"422"	"419"	"139"	"114"	"140"	"405"
"Rhodophyticola"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodophyticola"	"0"	"74"	"0"	"32.8125992061992"	"1.45331792962559e-07"	"2.77003607764449e-07"	"0"	"0"	"0"	"59"	"234"	"33"	"30"	"21"	"67"
"Rhodopila"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Rhodopila"	"0"	"1154.5"	"0"	"547.630091089475"	"3.36654738800128e-111"	"3.03842755807214e-110"	"0"	"0"	"0"	"1028"	"3805"	"439"	"250"	"373"	"1032"
"Rhodopirellula"	"Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Rhodopirellula"	"1"	"10607.8333333333"	"1"	"3520.09690602088"	"0"	"0"	"0"	"0"	"3"	"12195"	"26540"	"4551"	"3686"	"5138"	"11537"
"Rhodoplanes"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Hyphomicrobiaceae;Rhodoplanes"	"0"	"1764.33333333333"	"0"	"1026.22329170822"	"7.72005600203057e-170"	"9.19518937937024e-169"	"0"	"0"	"0"	"1968"	"6666"	"220"	"120"	"258"	"1354"
"Rhodopseudomonas"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Rhodopseudomonas"	"0"	"2340.5"	"0"	"974.32947028542"	"5.83297913087659e-225"	"8.45650006123466e-224"	"0"	"0"	"0"	"3243"	"6492"	"542"	"427"	"522"	"2817"
"Rhodosalinus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodosalinus"	"0"	"119"	"0"	"41.3521462562707"	"6.8652375480327e-12"	"1.61262618063759e-11"	"0"	"0"	"0"	"86"	"324"	"72"	"75"	"59"	"98"
"Rhodospira"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospira"	"0"	"76.3333333333333"	"0"	"29.4275003657765"	"1.03219331242299e-07"	"1.9791426529044e-07"	"0"	"0"	"0"	"79"	"211"	"31"	"26"	"21"	"90"
"Rhodospirillum"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum"	"0"	"275.666666666667"	"0"	"107.789506807378"	"5.73632983652604e-27"	"2.13463423881875e-26"	"0"	"0"	"0"	"299"	"766"	"108"	"66"	"93"	"322"
"Rhodothalassium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodothalassiales;Rhodothalassiaceae;Rhodothalassium"	"0"	"68.1666666666667"	"0"	"27.0017489145508"	"4.54350057600078e-07"	"8.45867277484399e-07"	"0"	"0"	"0"	"82"	"186"	"20"	"14"	"21"	"86"
"Rhodothermus"	"Bacteria;Bacteroidota;unclassified;unclassified;Rhodothermaceae;Rhodothermus"	"0"	"806.833333333333"	"0"	"187.817006093106"	"7.631249802887e-78"	"5.45770633224329e-77"	"0"	"0"	"0"	"529"	"1723"	"633"	"581"	"814"	"561"
"Rhodotorula"	"Eukaryota;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula"	"0"	"18.6666666666667"	"0"	"8.17992121668119"	"0.0368021665126876"	"0.045703155622733"	"0"	"0"	"0"	"16"	"57"	"3"	"8"	"6"	"22"
"Rhodovibrio"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhodovibrionaceae;Rhodovibrio"	"0"	"70.5"	"0"	"29.0525386154119"	"3.12905394217859e-07"	"5.85259126137782e-07"	"0"	"0"	"0"	"61"	"206"	"20"	"20"	"31"	"85"
"Rhodovulum"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Rhodovulum"	"0"	"1132"	"0"	"466.139535618539"	"4.67185645430154e-109"	"4.18118102781624e-108"	"0"	"0"	"0"	"1093"	"3334"	"388"	"426"	"350"	"1201"
"Ricinus"	"Eukaryota;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Ricinus"	"0"	"93.6666666666667"	"0"	"34.4680206052573"	"2.23060610993524e-09"	"4.67420665548235e-09"	"0"	"0"	"0"	"102"	"236"	"26"	"28"	"29"	"141"
"Rickettsia"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia"	"0.333333333333333"	"220.333333333333"	"0.333333333333333"	"47.4254971273658"	"6.12604868860691e-20"	"1.92618841985246e-19"	"0"	"0"	"1"	"240"	"376"	"256"	"28"	"164"	"258"
"Rickettsiella"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella"	"0"	"33.5"	"0"	"17.608236708995"	"0.00102585612763372"	"0.0015008415675518"	"0"	"0"	"0"	"43"	"115"	"3"	"6"	"4"	"30"
"Riemerella"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Riemerella"	"0.333333333333333"	"113.5"	"0.333333333333333"	"17.2177234267484"	"8.20833381664099e-10"	"1.76270117617411e-09"	"0"	"0"	"1"	"177"	"118"	"82"	"63"	"96"	"145"
"Rikenella"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella"	"0"	"32.1666666666667"	"0"	"7.10125184582111"	"0.00153228665006558"	"0.00220847792479088"	"0"	"0"	"0"	"47"	"43"	"19"	"13"	"18"	"53"
"Rippkaea"	"Bacteria;Cyanobacteriota;Cyanophyceae;Chroococcales;Aphanothecaceae;Rippkaea"	"0"	"167.166666666667"	"0"	"35.7905170556547"	"1.54589252018787e-16"	"4.44218801316766e-16"	"0"	"0"	"0"	"148"	"342"	"144"	"96"	"134"	"139"
"Risjevirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Autographiviridae;Risjevirus"	"0"	"1.16666666666667"	"0"	"0.600925212577332"	"1"	"1"	"0"	"0"	"0"	"3"	"3"	"0"	"0"	"0"	"1"
"Risungbinella"	"Bacteria;Bacillota;Bacilli;Bacillales;Thermoactinomycetaceae;Risungbinella"	"0"	"42.6666666666667"	"0"	"12.2192925781778"	"0.000149174036125467"	"0.00023314810329073"	"0"	"0"	"0"	"44"	"100"	"32"	"19"	"20"	"41"
"Rivibacter"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;unclassified;Rivibacter"	"0"	"1089.66666666667"	"0"	"277.022702639653"	"6.73288180027082e-105"	"5.89403095302396e-104"	"0"	"0"	"0"	"1397"	"2224"	"595"	"489"	"559"	"1274"
"Rivicola"	"Bacteria;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Rivicola"	"0"	"73.3333333333333"	"0"	"26.3636955763877"	"2.34559512598018e-07"	"4.41296933860276e-07"	"0"	"0"	"0"	"80"	"194"	"27"	"30"	"27"	"82"
"Rivularia"	"Bacteria;Cyanobacteriota;Cyanophyceae;Nostocales;Rivulariaceae;Rivularia"	"0"	"199"	"0"	"43.1632559785133"	"1.68146804594634e-19"	"5.22037172404271e-19"	"0"	"0"	"0"	"172"	"409"	"168"	"124"	"133"	"188"
"Robbsia"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Robbsia"	"0"	"56.6666666666667"	"0"	"18.5771663907904"	"6.8131921826001e-06"	"1.17425862039003e-05"	"0"	"0"	"0"	"65"	"144"	"29"	"29"	"24"	"49"
"Robertmurraya"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Robertmurraya"	"0"	"28.1666666666667"	"0"	"7.39106066662815"	"0.00330159097398023"	"0.00463553789685918"	"0"	"0"	"0"	"42"	"55"	"14"	"15"	"10"	"33"
"Robiginitalea"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Robiginitalea"	"0.333333333333333"	"124.333333333333"	"0.333333333333333"	"30.3454188378484"	"5.51013935834144e-11"	"1.25209124142737e-10"	"0"	"0"	"1"	"162"	"240"	"72"	"43"	"74"	"155"
"Robiginitomaculum"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Maricaulales;Robiginitomaculaceae;Robiginitomaculum"	"0"	"34.3333333333333"	"0"	"15.3767501262277"	"0.00106370337927924"	"0.00154702933600122"	"0"	"0"	"0"	"45"	"102"	"8"	"3"	"8"	"40"
"Robinsoniella"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Robinsoniella"	"0"	"22.5"	"0"	"6.6470544855096"	"0.0171250085406838"	"0.0220976751366697"	"0"	"0"	"0"	"33"	"43"	"10"	"8"	"6"	"35"
"Rodentibacter"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Rodentibacter"	"0.666666666666667"	"32.6666666666667"	"0.666666666666667"	"6.28048122713892"	"0.0532697754049419"	"0.0654684926725868"	"0"	"0"	"2"	"45"	"56"	"23"	"14"	"26"	"32"
"Romboutsia"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Peptostreptococcaceae;Romboutsia"	"0"	"49.6666666666667"	"0"	"14.5411294074582"	"3.18120137486813e-05"	"5.25661124552733e-05"	"0"	"0"	"0"	"91"	"82"	"15"	"17"	"21"	"72"
"Ronodorvirus"	"Viruses;Uroviricota;Caudoviricetes;unclassified;Kyanoviridae;Ronodorvirus"	"0"	"4.16666666666667"	"0"	"1.62104218877171"	"1"	"1"	"0"	"0"	"0"	"3"	"10"	"0"	"1"	"3"	"8"
"Roseateles"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Roseateles"	"0"	"727.166666666667"	"0"	"178.484811056229"	"2.93681179678765e-70"	"1.95624636110346e-69"	"0"	"0"	"0"	"769"	"1555"	"409"	"401"	"481"	"748"
"Roseburia"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia"	"0"	"56.8333333333333"	"0"	"16.8392728795251"	"6.87634666135387e-06"	"1.18323387234038e-05"	"0"	"0"	"0"	"89"	"120"	"20"	"19"	"31"	"62"
"Roseiarcus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Roseiarcaceae;Roseiarcus"	"0"	"285.666666666667"	"0"	"112.902514488287"	"9.36972325958151e-28"	"3.54434395793378e-27"	"0"	"0"	"0"	"328"	"802"	"83"	"92"	"99"	"310"
"Roseibaca"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Roseibaca"	"0"	"137.333333333333"	"0"	"48.881943951161"	"1.64474600833249e-13"	"4.16911883757698e-13"	"0"	"0"	"0"	"109"	"373"	"62"	"66"	"70"	"144"
"Roseibium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Stappiaceae;Roseibium"	"0"	"496"	"0"	"207.393185358954"	"6.53822503434212e-48"	"3.46255752231936e-47"	"0"	"0"	"0"	"551"	"1437"	"145"	"103"	"155"	"585"
"Roseicitreum"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Roseicitreum"	"0"	"187.5"	"0"	"79.2434014077303"	"2.59358497123139e-18"	"7.79535295293187e-18"	"0"	"0"	"0"	"143"	"570"	"71"	"74"	"71"	"196"
"Roseicyclus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseicyclus"	"0"	"144.333333333333"	"0"	"61.4484427069646"	"3.61158282199126e-14"	"9.41538760102522e-14"	"0"	"0"	"0"	"108"	"442"	"52"	"65"	"52"	"147"
"Roseiflexus"	"Bacteria;Chloroflexota;Chloroflexia;Chloroflexales;Roseiflexaceae;Roseiflexus"	"0"	"3696"	"0"	"720.153178150316"	"0"	"0"	"0"	"0"	"0"	"1450"	"6337"	"4442"	"4607"	"2824"	"2516"
"Roseimarinus"	"Bacteria;Bacteroidota;Bacteroidia;Marinilabiliales;Prolixibacteraceae;Roseimarinus"	"0"	"546.5"	"0"	"231.186612934227"	"6.49960921532902e-53"	"3.68579609308216e-52"	"0"	"0"	"0"	"1445"	"597"	"95"	"78"	"102"	"962"
"Roseimaritima"	"Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae;Roseimaritima"	"0"	"2789.66666666667"	"0"	"924.599721200718"	"4.52313640120035e-268"	"7.4318610407415e-267"	"0"	"0"	"0"	"3443"	"6808"	"1072"	"907"	"1253"	"3255"
"Roseimicrobium"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Roseimicrobium"	"0"	"5952.83333333333"	"0"	"2327.4323823571"	"0"	"0"	"0"	"0"	"0"	"5287"	"15983"	"1995"	"1525"	"1878"	"9049"
"Roseinatronobacter"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Roseinatronobacter"	"0"	"168"	"0"	"70.5889509767641"	"1.62352547959065e-16"	"4.64029940821449e-16"	"0"	"0"	"0"	"141"	"504"	"56"	"69"	"53"	"185"
"Roseisalinus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseisalinus"	"0"	"254.5"	"0"	"96.3689957057421"	"8.75709281317463e-25"	"3.09687918028825e-24"	"0"	"0"	"0"	"174"	"730"	"139"	"138"	"119"	"227"
"Roseitalea"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Roseitalea"	"0"	"79.6666666666667"	"0"	"32.2631540787802"	"4.73351610658728e-08"	"9.28163133751876e-08"	"0"	"0"	"0"	"68"	"236"	"34"	"34"	"30"	"76"
"Roseivirga"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Flammeovirgaceae;Roseivirga"	"1.66666666666667"	"1042"	"1.66666666666667"	"178.442894693699"	"1.16695312708922e-90"	"9.16401426273005e-90"	"0"	"0"	"5"	"1478"	"1448"	"728"	"486"	"746"	"1366"
"Roseivivax"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseivivax"	"0"	"245.5"	"0"	"94.3927080516993"	"5.66715530560797e-24"	"1.96723354270509e-23"	"0"	"0"	"0"	"221"	"699"	"119"	"114"	"79"	"241"
"Rosemountvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Rosemountvirus"	"0"	"0.666666666666667"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"1"	"2"	"0"	"0"	"0"	"1"
"Rosenbergiella"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Rosenbergiella"	"0"	"3"	"0"	"0.774596669241483"	"1"	"1"	"0"	"0"	"0"	"5"	"5"	"2"	"1"	"1"	"4"
"Roseobacter"	"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter"	"2"	"399.333333333333"	"2"	"150.036143793569"	"6.79746756352958e-30"	"2.72579300044415e-29"	"0"	"0"	"6"	"380"	"1099"	"182"	"157"	"123"	"455"
"Roseococcus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseococcus"	"0"	"2086.66666666667"	"0"	"650.505119973019"	"1.02205309613814e-200"	"1.36444088334442e-199"	"0"	"0"	"0"	"370"	"4699"	"2194"	"2907"	"1712"	"638"
"Roseolovirus"	"Viruses;dsDNA viruses, no RNA stage;Herviviricetes;Herpesvirales;Herpesviridae;Roseolovirus"	"0"	"0.333333333333333"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"0"	"2"	"0"	"0"	"0"	"0"
"Roseomonas"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas"	"0"	"4243.5"	"0"	"1886.99667461286"	"0"	"0"	"0"	"0"	"0"	"2629"	"13564"	"1784"	"2267"	"1598"	"3619"
"Roseospira"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospira"	"0"	"223.166666666667"	"0"	"87.4972063046079"	"8.09542331618652e-22"	"2.64670778623078e-21"	"0"	"0"	"0"	"212"	"628"	"78"	"65"	"90"	"266"
"Roseospirillum"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Roseospirillum"	"0"	"82"	"0"	"30.3446865200483"	"3.43999765077308e-08"	"6.77011822670574e-08"	"0"	"0"	"0"	"70"	"222"	"40"	"22"	"36"	"102"
"Roseovarius"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Roseovarius"	"0"	"1475.66666666667"	"0"	"593.816844190567"	"4.29856168441857e-142"	"4.51560381536954e-141"	"0"	"0"	"0"	"1267"	"4296"	"515"	"620"	"526"	"1630"
